sentiment,text_clean
4,hey wondering could please please tell follow
0,birthday sunday think wife anything
0,wake sometimes hear loud
4,getting ready
0,open game
0,stupid school short links
0,fill
0,cried part boat looking dogs sad
0,stomach yes name empty please feed
4,cant wait
0,dance competition
4,thank appreciate thanks dude
4,user worth took less
0,broke phone
4,lunch company
0,ring plan night cinema terminator
0,way
4,morning trying seeing probably film yesterday god total mind
4,twitter
0,cant remember last radio kill
4,fix love
4,babe seen
0,boo
0,
0,sigh guess great maybe summer great view party
0,search cat really hope comes
0,morning sat sun life later
0,ray still broken
4,thank support appreciate
0,totally want right
4,never let forget
4,
0,done yet
0,dont even open early
4,new
4,considering phone could network
0,come summer came school year would come
0,trying perfect japanese boy want pretty japanese guy
4,anywhere near mommy
0,miss
0,dont said
4,morning everyone wishing productive monday
4,nearly
4,watching show talk twitter
4,chris ago said love
4,glad must admit swine flu getting bit sorry
0,pay pay application
4,brand new tell think french team
4,wow error message ever many line star trek
4,pretty use shirt
4,date
0,sad times
0,yeah wondering guess connect win update update
4,visit site see new works
0,everyone leave
0,take nap
4,gone forever
4,guilty pleasure
0,second since bedtime alone
4,nice link
0,clean
4,take tour across come visiting
0,hate reading
0,thank much happy well scary experience swim
4,new
0,sitting trying connect keep getting connection coffee though
0,getting ready bug miss
0,evening
4,totally tonight working new art works lots fun
4,thanks needs work sick looking worry
0,crazy
4,work hard deserve extra sleep
0,away end still feel bit
0,try shut eye hope wake feeling ready interview wish luck kids
4,worry tomorrow tomorrow never comes
0,dont around
0,sister
0,driving great way
0,kitty would live long
0,home work party tomorrow work saturday
4,addicted new moon trailer
0,holy crap sun hot actually inside turn red turn ugh
0,kevin list tom kevin jonas
4,say want hit
4,loving given bar weekend gone
0,looking forward start morning car train bus plane travel way
4,add following list highly
4,follow wind
4,morning hope soon
4,hope live next saturday together keep awake
0,come weird number calling
0,ugh still site wish would away
0,cause room put find
0,still tired
4,happy birthday sexy
0,much better twitter let pic
0,wish crew rose
0,reason hate science
4,woke ready coffee sun
4,adorable
4,help place tweet travel
0,call knight well theres always
4,free bet
4,girl
4,say stalking room put last
0,anyone still wondering concert tomorrow wait
0,poor wish could help
0,fun watch miss traffic weather
0,yet another really bad
4,much fun yesterday beach
0,chicken family bad
4,ready dying try
0,alex accident
0,cat poor little thing freezing keep warm
4,light tonight part
4,glad hear new round
0,would thing
4,try normal week start work doubt happen tho aha
0,trying find final four basketball game next week price crazy please help
4,eating ice cream bed
0,wrong sorry log
4,best
0,working every date put doesnt work
0,wishing would tonight screen jump
0,bad news friend test study
0,lost phone card
0,hearing really bad disappointed
4,laundry pick love
4,home show tonight thank everyone
0,finally son hurt sure hurt
4,glad hit workout best yet
0,link working waiting
4,boring
0,trust suck well
0,study really hope exam easy study
0,currently someone
0,morning need already starting
0,phone
4,shopping happy pizza
0,even though see posted video police kick
4,course dear
4,morning everyone need hair cut
0,ouch
4,girl sad ready twit game
0,bank balance really last
4,morning
0,absolutely sold cry
4,days see much
0,movie slow sad weird seeing adam depressed remember
4,nobody beat tell story
4,rather liking nearly birthday
4,country catch sure
0,way twitter
0,missing much four days
4,thanks making night
0,way home dinner even though sick
0,cry
4,meeting tomorrow airport ask
0,wish possibly tweet special
4,
4,watch movie
0,man eat
0,sun night
4,enough night
4,brother
4,found song loving loving
0,ate way much
0,ugh want enjoy fun always
0,feeling well babe
0,sad grey weather next week also rainy
0,work missing rip city
4,buy
0,twitter
0,writing final exam
4,practice wow said
4,thanks follow
4,sleep woke slept much real
4,trying losing first game last night
4,background funny night
4,david make video philippines please wear given
0,
0,indeed still joy
4,tell anyone yet
0,really wishing still teaching
4,cool power wonderful act days
4,short hair maybe little dark hair color better
0,
4,see love
4,really
0,expensive
0,stop crying live
4,shut worried crazy found could
0,stayed bed already
4,anything
4,ninja really seen huge site love
4,highly new
0,weekend great saw rest twilight tonight also read break could
4,first ever worked actually happy excited awesome
0,test sunday
4,never hear
4,try copy big quality fit watch tho
4,cyrus follow love
4,sign twitter
0,sorry much pain wish something could feel better big
0,thanks ever want live
0,funny
0,first different cos fair bit bigger last lot
4,phone head woo short
4,morning everybody
0,show boo
4,luck
4,yummy would pass
4,hey see work anybody works cool book
4,watching making money
4,watch woo woo
0,need together
4,wow new pic yes odd
4,sure try easy
0,totally right
4,yeah let look heading end month
4,funny learned
0,sorry park blanket top hill fell asleep two safe
4,hopefully sorted
4,lying sun eating ice cream yummy
4,sir keep top
0,free load month
4,concert amazing
0,pay per tweet link feel dirty
0,would really hug right
4,exam left pretty easy
4,friend give
0,still havent food
4,ate sweet chicken delicious night
4,hehe
0,swear everyone twitter
4,hello world posted
4,taking kids lunch
4,love hope win movie totally deserve
0,already missing rain
0,gone together
0,look line new must person right
4,thanks
0,cannot actually believe forgot hospital actually cry
0,husband let text driving driving count
4,make fall love world would around
0,work around house nothing
0,damn want
4,watching true actually well alright else message
0,miss
0,great new
4,wow
0,jealous
0,bet country prob due
4,follow anywhere
4,act interested writing site please hit june thanks
4,morning
4,hair
4,sure much better body dead
0,tomorrow homework right though
0,
4,invite talk yahoo nice
4,make look cool
0,jonas love tie woo
4,thank hon around stupid bright light still seeing light around
4,thank
0,hungry lazy
0,wow someone actually tweet guy almost yesterday
0,watch later kids home break wait til nap
4,school even though left helping best friend
4,sitting cool
4,think cute better last name
4,buy dress little cousin graduation
4,thank john appreciate
4,would fine really happy love
4,make sure room
0,video didnt work last last video
0,decide family sunday train christmas special
0,people talking give damn earth
4,watching
4,lunch
4,lesson tweet later
4,really bad mood crazy meeting something
0,touch said america
0,see update
0,still sick church maybe calling work everyone present least call
4,win must call
4,happy
4,want amazing store
0,starting hate month help
4,away via
4,found writing easier
4,
4,think
0,upset two worst ever mouth gone
0,two tomorrow sleep
4,worry
0,last school
4,stalking long story start start awesome
4,thank enjoying
4,hey man hun
0,
4,tired night
4,kiss
0,suck home
4,days wait getting excited
0,bad ground people bad bad bad
4,face
0,work
4,getting ready watch night
4,tell wat heaven voice
0,think worked whats making sick
0,another car
4,computer mother nap fun especially
0,still feeling love
4,want way please
4,bit thing track hey check bit
4,yesterday
4,plus worth watching well
4,must study japanese pop
0,crap home
4,getting bed heck yeah let begin
4,pleasure follow love
0,exhausted best sister yesterday bad work
4,wait hear speak son saw last week said talk
0,cat pet contest picture send
0,give obviously heart
0,phone broke old something doesnt make last long
0,added dont think worked
0,well boss around since always first home
0,matter try cant calm
0,bed see morning
0,ugh miss bad idea really sad actually
0,party girl guess came winter right
0,thinking
0,tweet tweet mall damn expensive
0,away rain
0,love much would mean world said
4,give ticket number take look
0,feeling much heart pain drunk
0,happy birthday sorry car great show tonight
0,bloody freezing
4,sure let leave ill see
4,tired write tonight maybe win week
0,broken ankle ready
4,grey
4,usual
4,body power thanks mike performance network free
0,rest hopefully apple end annoying deal another
4,check look buy else maybe self would fun
0,watched hot seen live
4,hey thank picture took
0,boo indeed
4,chicken curry bad curry quite
4,fire fun cant wait love
0,flu happy watching late
4,brand nothing say cool
4,great sleep
0,camp absolutely best ever miss kids already
4,welcome thank much follow
4,
0,
0,family friend sad
0,need make sure keep school much
4,long positive hope everything week june celebrate
0,please someone stop
4,bit
0,poor hope fine
4,fixed tonight
0,sad lonely lately feeling alone
4,beautiful morning beautiful horse
4,worry let whole lot getting
4,peace quiet quiet peace
0,must twitter room
4,check wow wow mike hot whole entire practice hehe
0,home
0,much often put
4,voice gym
0,dad much
0,story
0,making highly upset talking stuff knowing obvious
0,work yeah
0,
0,finished reading last twilight book wow amazing dont without
0,dear thats hope feeling better soon morning
0,sleepy sleepy sleepy party almost week straight
4,love nice couple love
4,thanks follow
0,angry inside hate much yet strong daughter happy even though hurt broken
0,rescue wrong way
4,white horse stuck head love much beautiful love taylor
0,
4,kicking work looking forward coming soon maybe much hour days though
4,finished sweetheart church waiting lunch
4,yes getting
4,random awesome
4,happy
0,miss front row well soon
0,feeling well
4,luck exciting
0,great end amazing win shame hold
0,giving sick trying damn hard attention missing
0,anyone anyone works
0,work thinking remember
4,home watching movie
0,sadly none great yummy saturday night
